USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.2  50220 42028 ?        Ss   Dec11   2:57 /usr/lib/systemd/systemd --switched-root --system --deserialize=43 rhgb
admin     204504  0.0  0.0 233532  6880 ?        Ssl  Dec23   0:00 /usr/libexec/at-spi2-registryd --use-gnome-session
admin     204518  0.0  0.1 662676 19936 ?        Ssl  Dec23   0:00 /usr/libexec/gnome-shell-calendar-server
admin     204519  0.0  0.0 527232  6036 ?        Ssl  Dec23   0:00 /usr/libexec/xdg-permission-store
admin     204540  0.0  0.1 1370084 26836 ?       Ssl  Dec23   0:00 /usr/libexec/evolution-source-registry
admin     204547  0.0  0.1 2893344 27700 ?       Ssl  Dec23   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.Shell.Notifications
admin     204555  0.0  0.0 607056 12848 ?        Ssl  Dec23   0:00 /usr/bin/ibus-daemon --panel disable
admin     204557  0.0  0.0 601452  6636 ?        Ssl  Dec23   0:00 /usr/libexec/gsd-a11y-settings
admin     204558  0.0  0.1 780184 22876 ?        Ssl  Dec23   0:00 /usr/libexec/gsd-color
admin     204570  0.0  0.0 618240 10524 ?        Ssl  Dec23   0:00 /usr/libexec/gsd-datetime
admin     204575  0.0  0.0 603948  8216 ?        Ssl  Dec23   0:02 /usr/libexec/gsd-housekeeping
admin     204577  0.0  0.1 778872 21860 ?        Ssl  Dec23   0:00 /usr/libexec/gsd-keyboard
admin     204579  0.0  0.1 924348 25028 ?        Ssl  Dec23   0:00 /usr/libexec/gsd-media-keys
admin     204582  0.0  0.1 780064 23520 ?        Ssl  Dec23   0:00 /usr/libexec/gsd-power
admin     204585  0.0  0.0 545244 11776 ?        Ssl  Dec23   0:00 /usr/libexec/gsd-print-notifications
admin     204588  0.0  0.0 749140  6724 ?        Ssl  Dec23   0:00 /usr/libexec/gsd-rfkill
admin     204590  0.0  0.0 527508  6120 ?        Ssl  Dec23   0:00 /usr/libexec/gsd-screensaver-proxy
admin     204593  0.0  0.0 759448 11868 ?        Ssl  Dec23   0:00 /usr/libexec/gsd-sharing
admin     204598  0.0  0.0 603484  7744 ?        Ssl  Dec23   0:00 /usr/libexec/gsd-smartcard
admin     204599  0.0  0.0 608356  8632 ?        Ssl  Dec23   0:00 /usr/libexec/gsd-sound
admin     204600  0.0  0.0 677080  7100 ?        Ssl  Dec23   0:00 /usr/libexec/gsd-usb-protection
admin     204601  0.0  0.1 780444 23232 ?        Ssl  Dec23   0:00 /usr/libexec/gsd-wacom
admin     204631  0.0  0.0 528408  7064 ?        Sl   Dec23   0:00 /usr/libexec/ibus-dconf
admin     204632  0.0  0.2 789412 33604 ?        Sl   Dec23   0:03 /usr/libexec/ibus-extension-gtk3
admin     204644  0.0  0.0 612272 11908 ?        Ssl  Dec23   0:00 /usr/libexec/gvfs-udisks2-volume-monitor
admin     204654  0.0  0.0 528364  7012 ?        Ssl  Dec23   0:00 /usr/libexec/ibus-portal
admin     204662  0.0  0.2 989384 41892 ?        Sl   Dec23   0:00 /usr/libexec/evolution-data-server/evolution-alarm-notify
admin     204680  0.0  0.0 305312  6988 ?        Sl   Dec23   0:00 /usr/libexec/gsd-disk-utility-notify
admin     204690  0.0  0.2 1497776 39768 ?       Sl   Dec23   0:10 /usr/bin/anydesk --tray
admin     204702  0.0  1.2 2385804 193948 ?      Sl   Dec23   0:06 /usr/bin/gnome-software --gapplication-service
admin     204776  0.0  0.1 2958940 28524 ?       Ssl  Dec23   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
admin     204779  0.0  0.0 527808  6508 ?        Ssl  Dec23   0:00 /usr/libexec/gvfs-mtp-volume-monitor
admin     204785  0.0  0.1 731484 21704 ?        Ssl  Dec23   0:00 /usr/libexec/goa-daemon
admin     204813  0.0  0.0 529404  6884 ?        Ssl  Dec23   0:00 /usr/libexec/gvfs-gphoto2-volume-monitor
admin     204832  0.0  0.0 615852 11448 ?        Ssl  Dec23   0:00 /usr/libexec/goa-identity-service
admin     204843  0.0  0.1 1111112 23548 ?       Ssl  Dec23   0:00 /usr/libexec/evolution-calendar-factory
admin     204849  0.0  0.0 527504  6196 ?        Ssl  Dec23   0:00 /usr/libexec/gvfs-goa-volume-monitor
admin     204857  0.0  0.4 366460 67536 ?        Sl   Dec23   0:00 /usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.CQ91H3 -listenfd 4 -listenfd 5 -displayfd 6 -initfd 7 -byteswappedclients -enable-ei-portal
admin     204889  0.0  0.0 454708  7128 ?        Sl   Dec23   0:00 /usr/libexec/ibus-engine-simple
admin     204890  0.0  0.1 963616 26544 ?        Ssl  Dec23   0:00 /usr/libexec/evolution-addressbook-factory
admin     204912  0.0  0.0 323320 12728 ?        S<sl Dec23   0:00 /usr/bin/pipewire
admin     204913  0.0  0.1 782748 24344 ?        S<sl Dec23   0:00 /usr/bin/wireplumber
admin     204917  0.0  0.0 390856 10296 ?        S<sl Dec23   0:00 /usr/bin/pipewire-pulse
admin     204951  0.0  0.0 229384  5660 ?        Ssl  Dec23   0:00 /usr/libexec/dconf-service
admin     205003  0.0  0.0 641540 15380 ?        Sl   Dec23   0:00 /usr/libexec/gsd-printer
admin     205037  0.0  0.1 1259344 16460 ?       Ssl  Dec23   0:00 /usr/libexec/xdg-desktop-portal
admin     205062  0.0  0.0 753144  6896 ?        Ssl  Dec23   0:00 /usr/libexec/xdg-document-portal
root      205073  0.0  0.0   2456  1872 ?        Ss   Dec23   0:00 fusermount3 -o rw,nosuid,nodev,fsname=portal,auto_unmount,subtype=portal -- /run/user/1000/doc
admin     205084  0.0  0.2 1095208 37648 ?       Ssl  Dec23   0:01 /usr/libexec/xdg-desktop-portal-gnome
admin     205089  0.0  0.3 966912 56736 ?        Ssl  Dec23   0:00 /usr/libexec/gsd-xsettings
admin     205109  0.0  0.1 780784 24180 ?        Ssl  Dec23   0:00 /usr/libexec/xdg-desktop-portal-gtk
admin     205164  0.0  0.0 243964 12232 ?        Sl   Dec23   0:00 /usr/libexec/ibus-x11
admin     205182  0.0  0.4 1064512 70540 ?       Sl   Dec23   0:00 /usr/libexec/mutter-x11-frames
admin     205434  0.0  0.0 454344  6552 ?        Ssl  Dec23   0:00 /usr/libexec/gvfsd-metadata
admin     205557  0.0  0.0    976   588 ?        S    Dec23   0:00 catatonit -P
admin     205717  0.0  0.0 756992 10044 ?        Sl   Dec23   0:00 /usr/libexec/gvfsd-trash --spawner :1.18 /org/gtk/gvfs/exec_spaw/0
admin     205734  0.0  0.0 683596  9948 ?        Sl   Dec23   0:00 /usr/libexec/gvfsd-network --spawner :1.18 /org/gtk/gvfs/exec_spaw/1
admin     205741  0.0  0.0 611868 10064 ?        Sl   Dec23   0:00 /usr/libexec/gvfsd-dnssd --spawner :1.18 /org/gtk/gvfs/exec_spaw/2
admin     205752  0.0  0.1 260144 29988 ?        S    Dec23   0:00 /usr/bin/python3 /usr/bin/wsdd --no-host --discovery --listen /run/user/1000/gvfsd/wsdd
root      205996  0.0  0.0 529996  7424 ?        Ssl  Dec23   0:00 /usr/libexec/boltd
root      235045  0.0  0.0      0     0 ?        I    15:05   0:00 [kworker/u16:1-events_unbound]
root      235224  0.0  0.0      0     0 ?        I    15:14   0:00 [kworker/3:2-events]
root      235421  0.0  0.0      0     0 ?        I    15:24   0:00 [kworker/2:1-mm_percpu_wq]
admin     235819  0.5  2.5 3441872 401344 ?      Sl   15:40   0:05 /usr/lib64/firefox/firefox
root      235847  0.0  0.0      0     0 ?        I    15:40   0:00 [kworker/u16:4-flush-8:0]
admin     235857  0.0  0.5 2124856 89920 ?       Ssl  15:40   0:00 /usr/bin/ptyxis --gapplication-service
admin     235864  0.0  0.0 377768  7036 ?        Ssl  15:40   0:00 /usr/libexec/ptyxis-agent --socket-fd=3 --rlimit-nofile=1024
admin     235897  0.0  0.0 230164  5612 pts/0    Ss+  15:40   0:00 /usr/bin/bash
admin     235981  0.0  0.2 245000 39680 ?        Sl   15:41   0:00 /usr/lib64/firefox/firefox -contentproc -parentBuildID 20250919084251 -prefsHandle 0:34504 -prefMapHandle 1:270990 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {7ace4a6b-2c46-4060-a55f-5f65ada70121} -parentPid 235819 -appDir /usr/lib64/firefox/browser 1 socket
admin     236012  0.0  0.8 2710648 139556 ?      Sl   15:41   0:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:34629 -prefMapHandle 1:270990 -jsInitHandle 2:242716 -parentBuildID 20250919084251 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {aa60b296-e6fc-42b7-83d3-c7ff2982ae9e} -parentPid 235819 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 2 tab
admin     236017  0.0  0.2 262944 35808 ?        Sl   15:41   0:00 /usr/lib64/firefox/firefox -contentproc -parentBuildID 20250919084251 -prefsHandle 0:34629 -prefMapHandle 1:270990 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {e2ee0125-604c-451a-b29c-74ebecde16b4} -parentPid 235819 -appDir /usr/lib64/firefox/browser 3 rdd
admin     236067  0.0  0.6 2699808 111776 ?      Sl   15:41   0:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:43350 -prefMapHandle 1:270990 -jsInitHandle 2:242716 -parentBuildID 20250919084251 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {232ce1d0-c21d-4f22-806f-5f18ae0e264c} -parentPid 235819 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 4 tab
admin     236077  0.0  0.2 242332 35564 ?        Sl   15:41   0:00 /usr/lib64/firefox/firefox -contentproc -parentBuildID 20250919084251 -sandboxingKind 0 -prefsHandle 0:43391 -prefMapHandle 1:270990 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {db2aea45-42f3-4a02-804a-ae0dfacd9843} -parentPid 235819 -appDir /usr/lib64/firefox/browser 5 utility
admin     236139  0.0  0.5 2671624 86656 ?       Sl   15:41   0:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:40592 -prefMapHandle 1:270990 -jsInitHandle 2:242716 -parentBuildID 20250919084251 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {434d54ba-8e96-4c5b-82b2-e8d6aa3483af} -parentPid 235819 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 6 tab
admin     236141  0.0  0.5 2671624 87132 ?       Sl   15:41   0:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:40592 -prefMapHandle 1:270990 -jsInitHandle 2:242716 -parentBuildID 20250919084251 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {fe381781-9a78-41f9-840e-0ba798278647} -parentPid 235819 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 7 tab
admin     236147  0.0  0.5 2671624 85964 ?       Sl   15:41   0:00 /usr/lib64/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:40592 -prefMapHandle 1:270990 -jsInitHandle 2:242716 -parentBuildID 20250919084251 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {08e8403c-f6d3-4728-9a05-01e1a2ddae9e} -parentPid 235819 -greomni /usr/lib64/firefox/omni.ja -appomni /usr/lib64/firefox/browser/omni.ja -appDir /usr/lib64/firefox/browser 8 tab
root      236302  0.0  0.0      0     0 ?        I    15:45   0:00 [kworker/3:1-i915-unordered]
root      236309  0.0  0.0      0     0 ?        I    15:46   0:00 [kworker/0:2-i915-unordered]
root      236325  0.0  0.0      0     0 ?        I    15:46   0:00 [kworker/u16:0-flush-8:0]
root      236329  0.0  0.0      0     0 ?        I    15:47   0:00 [kworker/1:2-mm_percpu_wq]
root      236339  0.0  0.0      0     0 ?        I    15:47   0:00 [kworker/2:2-i915-unordered]
root      236394  0.0  0.0      0     0 ?        I    15:51   0:00 [kworker/0:0-kacpi_notify]
root      236404  0.0  0.0      0     0 ?        I    15:52   0:00 [kworker/u16:2-events_unbound]
root      236406  0.0  0.0      0     0 ?        I    15:52   0:00 [kworker/1:1-mm_percpu_wq]
root      236443  0.0  0.0      0     0 ?        I    15:55   0:00 [kworker/2:0]
root      236449  0.0  0.0      0     0 ?        I    15:56   0:00 [kworker/3:0-xfs-sync/sda2]
root      236461  0.0  0.0  44868 11732 ?        Ss   15:56   0:00 sshd-session: admin [priv]
admin     236465  0.1  0.0  44868  8436 ?        S    15:56   0:00 sshd-session: admin@pts/1
admin     236466  0.0  0.0 230100  5580 pts/1    Ss   15:56   0:00 -bash
root      236512  0.0  0.0      0     0 ?        I    15:57   0:00 [kworker/0:1-events_freezable_pwr_efficient]
root      236515  0.0  0.0      0     0 ?        I    15:57   0:00 [kworker/1:0-events_freezable]
root      236531  0.0  0.0  16308  6732 ?        S    15:59   0:00 systemd-userwork: waiting...
root      236532  0.0  0.0  16308  6780 ?        S    15:59   0:00 systemd-userwork: waiting...
root      236533  0.0  0.0  16308  6784 ?        S    15:59   0:00 systemd-userwork: waiting...
admin     236534 50.0  0.0 240400  4868 pts/1    R+   15:59   0:00 ps aux
